School ID,School Name,School Network,School Year,Time Period,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification
609909,EVERETT,Network 8,2017-2018,EOY,149.0,118,30,1,19,12.8,8,5.4,7,3.5,1,11,7.4,7,3.5,1.18,0,0,0,0
610319,EVERGREEN,Network 8,2017-2018,EOY,49.0,5,30,14,23,46.9,8,16.3,8,2.6,1.5,15,30.6,10,3.3,2.4,0,0,0,0
610362,EVERS,Network 11,2017-2018,EOY,31.0,8,17,6,14,45.2,10,32.3,9,3.3,1.6,4,12.9,2,0.7,1.75,1,3.2,1,0.4
610057,FAIRFIELD,Network 10,2017-2018,EOY,397.0,288,102,7,148,37.3,116,29.2,62,10.8,1.31,32,8.1,20,3.5,1.81,2,0.5,2,0.3
609910,FALCONER,Network 3,2017-2018,EOY,168.0,86,71,11,30,17.9,22,13.1,18,1.5,1.09,8,4.8,8,0.7,1.13,1,0.6,1,0.1
610055,FARADAY,Network 5,2017-2018,EOY,36.0,6,19,11,27,75,0,0,0,0,0,27,75,16,6,2.11,2,5.6,2,0.8
609912,FARNSWORTH,Network 1,2017-2018,EOY,28.0,9,15,4,9,32.1,7,25,6,1,1,2,7.1,2,0.3,2,1,3.6,1,0.2
609704,FARRAGUT HS,Network 7,2017-2018,EOY,206.0,70,122,14,58,28.2,0,0,0,0,0,58,28.2,37,5.3,2.09,1,0.5,1,0.1
609705,FENGER HS,Network 13,2017-2018,EOY,823.0,615,188,20,460,55.9,400,48.6,161,71,1.78,60,7.3,42,18.5,2.55,1,0.1,1,0.4
609917,FERNWOOD,Network 13,2017-2018,EOY,28.0,6,20,2,8,28.6,8,28.6,8,2.6,2.38,0,0,0,0,0,2,7.1,2,0.7
609918,FIELD,Network 2,2017-2018,EOY,11.0,2,7,2,9,81.8,0,0,0,0,0,9,81.8,8,4.9,1.67,0,0,0,0
609967,FINKL,Network 7,2017-2018,EOY,51.0,21,21,9,28,54.9,18,35.3,12,3.4,1.39,10,19.6,4,1.1,2.7,0,0,0,0
609919,FISKE,Network 9,2017-2018,EOY,112.0,80,23,9,35,31.3,5,4.5,5,1.1,1,30,26.8,16,3.4,2.43,5,4.5,4,0.9
609708,FOREMAN HS,Network 3,2017-2018,EOY,2619.0,2166,305,148,1513,57.8,1264,48.3,369,49,1.02,249,9.5,138,18.3,1.55,7,0.3,7,0.9
609924,FORT DEARBORN,Network 11,2017-2018,EOY,105.0,70,33,2,52,49.5,51,48.6,30,8.5,1.53,1,1,1,0.3,2,2,1.9,2,0.6
609927,FOSTER PARK,Network 11,2017-2018,EOY,46.0,11,32,3,13,28.3,4,8.7,4,1.1,1,9,19.6,7,1.9,3.11,4,8.7,4,1.1
400171,FOUNDATIONS,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
609926,FRANKLIN,ISP,2017-2018,EOY,25.0,13,10,2,14,56,10,40,6,1.6,1.1,4,16,2,0.5,1.25,2,8,2,0.5
610503,FRAZIER PROSPECTIVE,Network 5,2017-2018,EOY,65.0,26,33,6,43,66.2,27,41.5,25,12.7,1.56,16,24.6,15,7.6,1.69,0,0,0,0
609928,FULLER,AUSL,2017-2018,EOY,31.0,3,15,13,13,41.9,9,29,8,2.1,2.89,4,12.9,4,1,3.25,4,12.9,3,0.8
609929,FULTON,Network 11,2017-2018,EOY,24.0,5,18,1,17,70.8,3,12.5,3,0.9,1.67,14,58.3,10,2.9,2.93,3,12.5,3,0.9
609930,FUNSTON,Network 4,2017-2018,EOY,389.0,288,99,2,46,11.8,40,10.3,19,4,1.15,6,1.5,6,1.3,3,1,0.3,1,0.2
609709,GAGE PARK HS,Network 8,2017-2018,EOY,433.0,245,169,19,148,34.2,100,23.1,70,22.3,1.22,48,11.1,36,11.4,1.94,6,1.4,6,1.9
609933,GALE,Network 2,2017-2018,EOY,31.0,6,20,5,36,116.1,21,67.7,19,6,1.71,15,48.4,10,3.1,2.13,3,9.7,2,0.6
610009,GALILEO,Network 6,2017-2018,EOY,35.0,7,24,4,5,14.3,5,14.3,5,0.9,1.4,0,0,0,0,0,1,2.9,1,0.2
609935,GALLISTEL,Network 13,2017-2018,EOY,176.0,127,48,1,34,19.3,24,13.6,20,2.5,1.04,10,5.7,7,0.9,1.3,4,2.3,4,0.5
610128,GARVEY,Network 13,2017-2018,EOY,66.0,20,43,3,7,10.6,4,6.1,4,1.6,1.25,3,4.5,3,1.2,1,3,4.5,3,1.2
609937,GARVY,Network 1,2017-2018,EOY,109.0,47,61,1,25,22.9,14,12.8,14,1.7,1.21,11,10.1,8,1,1.18,2,1.8,2,0.2
609938,GARY,Network 7,2017-2018,EOY,131.0,79,50,2,34,26,9,6.9,7,0.6,1.11,25,19.1,15,1.3,1.6,2,1.5,2,0.2
609939,GILLESPIE,ISP,2017-2018,EOY,18.0,11,5,2,3,16.7,0,0,0,0,0,3,16.7,3,0.6,1.67,6,33.3,4,0.8
609942,GOETHE,Network 4,2017-2018,EOY,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610558,GOODE HS,Network 10,2017-2018,EOY,742.0,456,220,66,227,30.6,100,13.5,64,7.5,1.03,127,17.1,83,9.7,1.51,80,10.8,55,6.4
609945,GOUDY,Network 2,2017-2018,EOY,69.0,35,30,4,17,24.6,7,10.1,6,0.8,1,10,14.5,7,1,1.2,1,1.4,1,0.1
609947,GRAHAM ES,Network 6,2017-2018,EOY,162.0,111,45,6,113,69.8,74,45.7,48,11.6,1.39,39,24.1,23,5.6,1.46,2,1.2,2,0.5
609769,GRAHAM HS,Network 6,2017-2018,EOY,17.0,10,6,1,3,17.6,2,11.8,2,1.8,1,1,5.9,1,0.9,2,0,0,0,0
609949,GRAY,Network 1,2017-2018,EOY,93.0,21,69,3,49,52.7,28,30.1,25,2.2,1.18,21,22.6,15,1.3,1.67,5,5.4,3,0.3
609850,GREELEY,Network 4,2017-2018,EOY,9.0,1,5,3,5,55.6,5,55.6,5,0.9,1.2,0,0,0,0,0,0,0,0,0
610032,GREEN,Network 11,2017-2018,EOY,17.0,6,11,0,5,29.4,0,0,0,0,0,5,29.4,2,0.6,2,0,0,0,0
609952,GREENE,Network 8,2017-2018,EOY,42.0,16,24,2,8,19,7,16.7,5,1,1,1,2.4,1,0.2,1,0,0,0,0
609954,GREGORY,Network 5,2017-2018,EOY,30.0,3,15,12,11,36.7,0,0,0,0,0,11,36.7,8,2.3,5.18,9,30,8,2.3
609955,GRESHAM,AUSL,2017-2018,EOY,11.0,2,4,5,11,100,0,0,0,0,0,11,100,10,3,3.18,2,18.2,2,0.6
609956,GRIMES,Network 10,2017-2018,EOY,30.0,18,10,2,5,16.7,3,10,3,0.7,1,2,6.7,2,0.4,1,2,6.7,1,0.2
609944,GRISSOM,ISP,2017-2018,EOY,204.0,104,83,17,33,16.2,27,13.2,19,5.4,1.15,6,2.9,3,0.9,1.67,1,0.5,1,0.3
609958,GUNSAULUS,ISP,2017-2018,EOY,7.0,6,0,1,1,14.3,1,14.3,1,0.1,2,0,0,0,0,0,0,0,0,0
609959,HAINES,Network 6,2017-2018,EOY,9.0,5,2,2,5,55.6,3,33.3,3,0.4,1,2,22.2,1,0.1,2,0,0,0,0
609960,HALE,Network 10,2017-2018,EOY,60.0,11,44,5,49,81.7,32,53.3,20,2.1,1.06,17,28.3,12,1.3,2.06,2,3.3,2,0.2
609808,HALEY,Network 13,2017-2018,EOY,50.0,23,22,5,16,32,4,8,3,0.6,1.25,12,24,6,1.1,2.33,6,12,5,0.9
609963,HAMILTON,Network 4,2017-2018,EOY,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609964,HAMLINE,Network 8,2017-2018,EOY,177.0,108,48,21,131,74,65,36.7,53,9.7,1.06,66,37.3,45,8.2,2.11,2,1.1,2,0.4
609966,HAMMOND,Network 7,2017-2018,EOY,39.0,11,19,9,32,82.1,10,25.6,6,1.4,1.1,22,56.4,13,3,1.36,0,0,0,0
609807,HAMPTON,Network 10,2017-2018,EOY,342.0,190,134,18,68,19.9,33,9.6,26,4.8,1,35,10.2,24,4.4,1.4,7,2,5,0.9
609694,HANCOCK HS,Network 8,2017-2018,EOY,95.0,30,30,35,46,48.4,0,0,0,0,0,46,48.4,39,4.1,1.72,1,1.1,1,0.1
610068,HANSON PARK,Network 3,2017-2018,EOY,198.0,169,27,2,17,8.6,8,4,8,0.5,1.88,9,4.5,7,0.5,2.22,1,0.5,1,0.1
609710,HARLAN HS,Network 12,2017-2018,EOY,657.0,461,158,38,235,35.8,90,13.7,71,19.4,1.02,145,22.1,108,29.5,2.03,42,6.4,33,9
609711,HARPER HS,Network 11,2017-2018,EOY,303.0,181,104,18,234,77.2,147,48.5,76,60.8,1.13,87,28.7,59,47.2,1.84,1,0.3,1,0.8
609969,HARTE,Network 9,2017-2018,EOY,186.0,91,86,9,47,25.3,21,11.3,18,5.6,1.05,26,14,18,5.6,1.38,1,0.5,1,0.3
609971,HARVARD,AUSL,2017-2018,EOY,556.0,267,248,41,5,0.9,0,0,0,0,0,5,0.9,4,1.1,2.2,15,2.7,9,2.4
609972,HAUGAN,Network 1,2017-2018,EOY,117.0,74,42,1,29,24.8,12,10.3,9,1,1.25,17,14.5,9,1,1.76,0,0,0,0
609974,HAWTHORNE,Network 4,2017-2018,EOY,15.0,3,12,0,3,20,0,0,0,0,0,3,20,2,0.4,1,0,0,0,0
609975,HAY,Network 3,2017-2018,EOY,53.0,14,34,5,41,77.4,12,22.6,11,2.9,1.42,29,54.7,25,6.6,2.52,8,15.1,6,1.6
609976,HAYT,Network 2,2017-2018,EOY,93.0,31,59,3,40,43,20,21.5,16,1.6,1.1,20,21.5,10,1,1.55,1,1.1,1,0.1
609979,HEALY,Network 6,2017-2018,EOY,65.0,52,12,1,10,15.4,10,15.4,10,0.7,1.3,0,0,0,0,0,0,0,0,0
609981,HEARST,Network 10,2017-2018,EOY,51.0,21,20,10,29,56.9,14,27.5,12,3.3,1.07,15,29.4,11,3.1,2.13,7,13.7,6,1.7
609983,HEDGES,Network 8,2017-2018,EOY,34.0,8,23,3,14,41.2,6,17.6,5,0.8,2.33,8,23.5,6,0.9,2.38,1,2.9,1,0.2
609985,HEFFERAN,Network 5,2017-2018,EOY,15.0,6,7,2,7,46.7,1,6.7,1,0.3,2,6,40,5,1.4,2.5,5,33.3,5,1.4
609986,HENDERSON,Network 11,2017-2018,EOY,13.0,2,7,4,7,53.8,3,23.1,1,0.4,3,4,30.8,3,1.1,4,6,46.2,4,1.4
609987,HENDRICKS,Network 9,2017-2018,EOY,75.0,26,44,5,23,30.7,11,14.7,10,4.2,1,12,16,11,4.6,2.25,7,9.3,7,2.9
609988,HENRY,Network 1,2017-2018,EOY,22.0,5,13,4,15,68.2,4,18.2,3,0.6,1.5,11,50,5,1,1.55,2,9.1,1,0.2
610532,HERNANDEZ,Network 8,2017-2018,EOY,187.0,91,69,27,174,93,114,61,68,6.9,1.51,60,32.1,40,4.1,1.83,8,4.3,7,0.7
609991,HERZL,AUSL,2017-2018,EOY,844.0,259,568,17,120,14.2,103,12.2,61,10.4,1.25,17,2,9,1.5,3.53,2,0.2,2,0.3
609994,HIBBARD,Network 1,2017-2018,EOY,23.0,7,9,7,9,39.1,0,0,0,0,0,9,39.1,4,0.4,1.89,4,17.4,2,0.2
610295,HIGGINS,Network 13,2017-2018,EOY,67.0,13,49,5,9,13.4,0,0,0,0,0,9,13.4,8,3.1,1.67,0,0,0,0
609712,HIRSCH HS,Network 12,2017-2018,EOY,222.0,131,75,16,80,36,26,11.7,21,15.8,1.5,54,24.3,37,27.8,2.48,10,4.5,9,6.8
609995,HITCH,Network 1,2017-2018,EOY,87.0,53,23,11,24,27.6,16,18.4,15,2.7,1.06,8,9.2,3,0.5,1.88,0,0,0,0
609996,HOLDEN,Network 6,2017-2018,EOY,38.0,16,16,6,23,60.5,16,42.1,15,3,2.31,7,18.4,7,1.4,1.86,0,0,0,0
609997,HOLMES,Network 11,2017-2018,EOY,7.0,1,5,1,5,71.4,5,71.4,5,3.2,2.2,0,0,0,0,0,0,0,0,0
609768,HOPE HS,Network 11,2017-2018,EOY,191.0,176,12,3,59,30.9,38,19.9,23,25.6,1.13,21,11,13,14.5,1.57,6,3.1,4,4.4
400043,HOPE LEARNING ACADEMY,Contract,2017-2018,EOY,223.0,96,124,3,25,11.2,16,7.2,15,4.3,1,9,4,7,2,1,0,0,0,0
400167,HORIZON - SOUTHWEST,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610000,HOWE,AUSL,2017-2018,EOY,286.0,100,183,3,48,16.8,18,6.3,18,3.8,1.28,30,10.5,18,3.8,1.93,9,3.1,9,1.9
610002,HOYNE,Network 12,2017-2018,EOY,75.0,45,30,0,23,30.7,7,9.3,5,2,1.14,16,21.3,8,3.2,1.63,0,0,0,0
609741,HUBBARD HS,Network 10,2017-2018,EOY,1090.0,853,134,103,862,79.1,728,66.8,389,22.7,1.07,134,12.3,110,6.4,2.11,84,7.7,67,3.9
610005,HUGHES C,Network 5,2017-2018,EOY,9.0,8,1,0,4,44.4,0,0,0,0,0,4,44.4,2,0.8,1.25,0,0,0,0
610368,HUGHES L,Network 13,2017-2018,EOY,490.0,257,208,25,154,31.4,83,16.9,58,12.4,1.29,71,14.5,38,8.1,1.73,2,0.4,2,0.4
610006,HURLEY,Network 10,2017-2018,EOY,69.0,55,11,3,12,17.4,11,15.9,11,1.3,1.18,1,1.4,1,0.1,1,0,0,0,0
609713,HYDE PARK HS,Network 9,2017-2018,EOY,574.0,465,81,28,545,94.9,470,81.9,273,35.1,0.99,75,13.1,68,8.7,1.81,8,1.4,6,0.8
610384,INFINITY HS,Network 7,2017-2018,EOY,36.0,29,7,0,26,72.2,22,61.1,19,4.6,1.14,4,11.1,4,1,1.5,1,2.8,1,0.2
400104,INSTITUTO - HEALTH,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610078,INTER-AMERICAN,Network 4,2017-2018,EOY,15.0,9,3,3,6,40,5,33.3,4,0.6,1.6,1,6.7,1,0.1,2,0,0,0,0
400162,INTRINSIC HS,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610121,IRVING,Network 6,2017-2018,EOY,54.0,13,29,12,39,72.2,15,27.8,12,2.7,1,24,44.4,18,4.1,2.13,2,3.7,2,0.5
610060,JACKSON A,Network 6,2017-2018,EOY,47.0,14,33,0,7,14.9,7,14.9,7,1.3,1.71,0,0,0,0,0,0,0,0,0
610369,JACKSON M,Network 11,2017-2018,EOY,77.0,28,38,11,38,49.4,17,22.1,15,4.2,1.24,21,27.3,15,4.2,1.71,2,2.6,2,0.6
610010,JAHN,Network 4,2017-2018,EOY,97.0,28,69,0,23,23.7,16,16.5,10,3.2,1.19,7,7.2,2,0.6,2,0,0,0,0
610011,JAMIESON,Network 2,2017-2018,EOY,65.0,21,44,0,11,16.9,7,10.8,7,0.8,1.14,4,6.2,1,0.1,1,2,3.1,1,0.1
610012,JENNER,Network 6,2017-2018,EOY,2.0,0,1,1,2,100,0,0,0,0,0,2,100,2,0.8,4,1,50,1,0.4
610271,JENSEN,Network 5,2017-2018,EOY,376.0,321,55,0,65,17.3,18,4.8,15,3.7,1.22,47,12.5,22,5.4,2.06,10,2.7,7,1.7
610274,JOHNSON,AUSL,2017-2018,EOY,53.0,22,28,3,39,73.6,22,41.5,19,4.4,1.59,17,32.1,16,3.7,2.06,0,0,0,0
609678,JONES HS,ISP,2017-2018,EOY,119.0,48,42,29,130,109.2,94,79,80,4.3,1.72,36,30.3,32,1.7,2.31,0,0,0,0
609805,JOPLIN,Network 11,2017-2018,EOY,17.0,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609865,JORDAN,Network 2,2017-2018,EOY,72.0,21,45,6,26,36.1,14,19.4,11,2.2,1.36,12,16.7,6,1.2,1.5,3,4.2,2,0.4
609764,JUAREZ HS,ISP,2017-2018,EOY,200.0,20,96,84,247,123.5,91,45.5,85,5.1,1.11,156,78,137,8.2,1.8,26,13,25,1.5
609762,JULIAN HS,Network 13,2017-2018,EOY,736.0,578,94,64,769,104.5,674,91.6,279,57.7,1.81,95,12.9,81,16.7,2.95,59,8,52,10.7
610015,JUNGMAN,Network 7,2017-2018,EOY,17.0,5,9,3,11,64.7,4,23.5,4,1.4,1,7,41.2,4,1.4,1.57,2,11.8,1,0.3
609920,KANOON,Network 7,2017-2018,EOY,90.0,59,20,11,32,35.6,6,6.7,6,1,1,26,28.9,15,2.5,1.85,1,1.1,1,0.2
610084,KELLER,Network 10,2017-2018,EOY,20.0,12,7,1,6,30,5,25,3,1.2,1.4,1,5,1,0.4,1,0,0,0,0
609925,KELLMAN,Network 5,2017-2018,EOY,189.0,118,64,7,87,46,47,24.9,35,10.5,1,40,21.2,25,7.5,1.73,1,0.5,1,0.3
610016,KELLOGG,Network 10,2017-2018,EOY,17.0,5,11,1,6,35.3,6,35.3,5,1.9,1,0,0,0,0,0,0,0,0,0
609715,KELLY HS,Network 8,2017-2018,EOY,216.0,122,67,27,143,66.2,141,65.3,118,6.6,1.6,2,0.9,2,0.1,3,2,0.9,2,0.1
609716,KELVYN PARK HS,Network 4,2017-2018,EOY,366.0,140,171,55,45,12.3,0,0,0,0,0,45,12.3,33,7.4,3.27,10,2.7,10,2.3
609718,KENNEDY HS,Network 10,2017-2018,EOY,107.0,10,42,55,80,74.8,6,5.6,6,0.4,1,74,69.2,59,3.7,1.84,56,52.3,50,3.1
609746,KENWOOD HS,Network 9,2017-2018,EOY,1284.0,1028,189,67,590,46,319,24.8,244,14.1,1.05,271,21.1,166,9.6,2.1,1,0.1,1,0.1
610019,KERSHAW,Network 11,2017-2018,EOY,11.0,6,5,0,3,27.3,2,18.2,1,0.4,1,1,9.1,1,0.4,1,1,9.1,1,0.4
610022,KILMER,Network 2,2017-2018,EOY,26.0,6,13,7,2,7.7,0,0,0,0,0,2,7.7,2,0.3,1,5,19.2,5,0.6
610299,KING ES,Network 11,2017-2018,EOY,277.0,62,166,49,78,28.2,69,24.9,45,19.3,2.26,9,3.2,6,2.6,3.78,9,3.2,9,3.9
609751,KING HS,Network 9,2017-2018,EOY,96.0,62,30,4,25,26,14,14.6,12,2,1,11,11.5,10,1.7,1.91,4,4.2,4,0.7
610026,KINZIE,ISP,2017-2018,EOY,23.0,6,12,5,5,21.7,5,21.7,5,0.7,1.6,0,0,0,0,0,0,0,0,0
610027,KIPLING,Network 11,2017-2018,EOY,63.0,55,7,1,13,20.6,0,0,0,0,0,13,20.6,6,2,2.31,1,1.6,1,0.3
610030,KOZMINSKI,Network 9,2017-2018,EOY,85.0,67,16,2,37,43.5,10,11.8,6,2.3,1.4,27,31.8,12,4.7,1.52,7,8.2,5,2
609719,LAKE VIEW HS,Network 2,2017-2018,EOY,2484.0,1580,800,104,253,10.2,75,3,75,5.5,1,178,7.2,117,8.5,1.47,7,0.3,7,0.5
609720,LANE TECH HS,Network 4,2017-2018,EOY,201.0,80,55,66,59,29.4,0,0,0,0,0,59,29.4,56,1.3,2.2,23,11.4,23,0.5
609869,LANGFORD,Network 11,2017-2018,EOY,99.0,20,68,11,37,37.4,0,0,0,0,0,37,37.4,24,9.1,1.68,5,5.1,4,1.5
609993,LARA,Network 8,2017-2018,EOY,11.0,2,9,0,8,72.7,3,27.3,2,0.5,1.67,5,45.5,5,1.1,2,1,9.1,1,0.2
610033,LASALLE,Network 4,2017-2018,EOY,171.0,131,34,6,33,19.3,12,7,9,1.6,1,21,12.3,9,1.6,1.76,2,1.2,2,0.4
610520,LASALLE II,ISP,2017-2018,EOY,49.0,26,22,1,13,26.5,11,22.4,9,1.5,1.18,2,4.1,2,0.3,3,1,2,1,0.2
610208,LAVIZZO,Network 13,2017-2018,EOY,33.0,10,16,7,12,36.4,8,24.2,6,1.6,2.13,4,12.1,4,1.1,2,0,0,0,0
610034,LAWNDALE,Network 5,2017-2018,EOY,15.0,6,6,3,6,40,2,13.3,2,0.8,2,4,26.7,4,1.6,2,0,0,0,0
400046,LEARN - BUTLER,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400165,LEARN - MIDDLE,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610291,LEE,ISP,2017-2018,EOY,208.0,153,54,1,13,6.3,10,4.8,7,0.8,1.1,3,1.4,3,0.4,4.67,1,0.5,1,0.1
400119,LEGAL PREP HS,Charter,2017-2018,EOY,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610305,LELAND,Network 3,2017-2018,EOY,193.0,181,4,8,114,59.1,4,2.1,4,1,1,110,57,53,12.8,1.95,16,8.3,14,3.4
610298,LENART,ISP,2017-2018,EOY,19.0,18,1,0,2,10.5,2,10.5,2,0.7,1,0,0,0,0,0,0,0,0,0
610036,LEWIS,AUSL,2017-2018,EOY,60.0,32,25,3,34,56.7,18,30,17,3.5,1.44,16,26.7,12,2.5,1.75,6,10,5,1
610037,LIBBY,Network 11,2017-2018,EOY,56.0,28,24,4,26,46.4,10,17.9,10,2.8,1,16,28.6,14,4,1.5,1,1.8,1,0.3
610038,LINCOLN,Network 4,2017-2018,EOY,19.0,5,5,9,7,36.8,2,10.5,2,0.2,2,5,26.3,5,0.6,3.8,1,5.3,1,0.1
609738,LINCOLN PARK HS,ISP,2017-2018,EOY,179.0,58,70,51,111,62,31,17.3,29,1.4,1.74,80,44.7,59,2.8,2.25,31,17.3,25,1.2
610391,LINDBLOM HS,Network 11,2017-2018,EOY,46.0,2,29,15,36,78.3,1,2.2,1,0.1,1,35,76.1,28,2.1,2.34,1,2.2,1,0.1
400137,LITTLE BLACK PEARL HS,Options,2017-2018,EOY,71.0,20,39,12,41,57.7,22,31,18,15.3,1.18,19,26.8,18,15.3,4.11,6,8.5,6,5.1
609834,LITTLE VILLAGE,ISP,2017-2018,EOY,15.0,4,11,0,12,80,4,26.7,3,0.4,1,8,53.3,5,0.6,1.75,1,6.7,1,0.1
